Price,Close,High,Low,Open,Volume,Log Returns
Ticker,TLT,TLT,TLT,TLT,TLT,TLT
Date,,,,,,
2015-01-05,99.50328063964844,99.74180346924453,98.45684332223927,98.4953115271601,9789500,0.015586454796236318
2015-01-06,101.29603576660156,101.94236959635116,100.1726680984738,100.56507542244105,18331300,0.017856662017922614
2015-01-07,101.09598541259766,101.54225877376645,100.15727450473177,100.56507379774793,9762900,-0.0019768607278855812
2015-01-08,99.7571792602539,100.31117304523342,99.58021261080287,100.30348292678384,8055300,-0.01333139044984442
2015-01-09,100.84981536865234,100.8805875918697,99.28785207044088,99.41096444459465,9398800,0.010893407932513047
2015-01-12,101.42684936523438,101.80386471139616,100.73435135319339,100.79590751475064,6658100,0.005705409100218685
2015-01-13,101.42684936523438,102.0346973820765,100.90362786231647,101.09598646444387,8260800,0.0
2015-01-14,102.19629669189453,103.19655215688464,102.10395656756772,102.88878305083212,12324500,0.007557598474945562
2015-01-15,103.80436706542969,103.89669540915865,102.08852040690826,102.21933454803593,11454200,0.01561260054645233
2015-01-16,102.48097229003906,103.62742206196236,102.35785996507195,103.35812705931401,9390500,-0.012830896616886776
2015-01-20,103.84290313720703,103.95831363579141,103.15810678411125,103.20427098354502,7758700,0.013202065206603024
2015-01-21,102.6425552368164,104.3276186314612,102.30401392675968,104.02753965300654,9803900,-0.011626595223732716
2015-01-22,102.27322387695312,103.24270704018319,101.78078630728484,103.10421447713793,10200000,-0.0036047176199360664
2015-01-23,103.69666290283203,103.96595786086525,103.21960565777978,103.33502784605308,7334600,0.013822036903000661
2015-01-26,103.3812255859375,104.01985766500282,103.14270275629707,103.7505508789085,5966500,-0.0030465595643726583
2015-01-27,103.54279327392578,104.74310906441346,103.21962049282163,104.43532825875171,8079600,0.0015616139848072268
2015-01-28,105.2354965209961,105.72793383501869,103.6427624290069,103.68123647898071,12230300,0.016215673954028578
2015-01-29,104.5430908203125,105.15864093955928,104.22763151050225,104.73544949878699,8881400,-0.00660132403310036
2015-01-30,106.39735412597656,106.56663057950514,105.5509718583336,105.958782762295,14871200,0.017581370602798137
2015-02-02,105.99568939208984,106.33492683433917,105.36348378420261,105.39431820423782,13689900,-0.003782282188468327
2015-02-03,103.75210571289062,104.69270246996585,103.59789833741075,104.58476436575256,14008700,-0.021393972240110866
2015-02-04,103.929443359375,104.07593332617932,102.63417417891226,102.91944844851055,11360400,0.0017077847346326877
2015-02-05,102.78839874267578,103.48999074472412,102.62648565643416,103.31266632788768,8334600,-0.011039745712326611
2015-02-06,100.96887969970703,102.0405555851758,100.6836053317754,101.80925617703922,13685600,-0.0178601463781034
2015-02-09,100.80692291259766,101.75523713430974,100.80692291259766,101.74753147098156,8025500,-0.0016053146095149008
2015-02-10,100.00513458251953,100.59108284405777,99.79696395413559,100.33665469033866,8290700,-0.007985502472260333
2015-02-11,100.190185546875,100.43690808587287,99.42691269115396,99.99743797492474,6506400,0.0018487047243668031
2015-02-12,99.85862731933594,100.64502864288603,99.80465237285526,99.96656544792361,12548300,-0.0033147762926284533
2015-02-13,98.833251953125,99.86637616840491,98.75614821463238,99.85095306783064,8325200,-0.01032135256605778
2015-02-17,97.34519958496094,98.63275148035136,97.08305992477513,98.53252489738476,14968800,-0.015170686647376315
2015-02-18,97.9234390258789,98.48625841736391,97.50710373073542,97.77694904735063,14009200,0.0059225192046792816
2015-02-19,97.27580261230469,98.26266882777492,97.27580261230469,97.74610696220638,8584800,-0.006635669119785323
2015-02-20,97.56103515625,98.69438504880182,97.14470002172334,97.95424154144483,12502500,0.0029279139507631382
2015-02-23,98.67901611328125,98.81779455934188,98.03909883406754,98.06222759471308,7500500,0.011394137384863974
2015-02-24,99.97428131103516,100.06679635515526,98.05451767710623,98.41688395240982,11958300,0.013040644886263157
2015-02-25,100.40604400634766,100.52940525387883,99.51941003901639,99.81239006080894,8019800,0.004309438691913507
2015-02-26,99.03365325927734,100.45998932261675,98.99510141025173,99.99739066305462,11020500,-0.0137626804294166
2015-02-27,99.86636352539062,99.93574982262245,98.89492007101313,99.4731627433663,9225100,0.008373203227587224
2015-03-02,98.00617980957031,99.70566778584492,97.92892580191663,99.65158762302602,11324000,-0.018802391546558522
2015-03-03,97.65081787109375,98.39241025332984,97.6276381363797,98.02161111538561,8599000,-0.003632503140101105
2015-03-04,97.68170928955078,98.13748309265826,97.45769157064532,98.06023499369236,6478900,0.0003162956949731756
2015-03-05,97.55811309814453,98.01388100567605,97.25684138789266,97.74350971361056,6045000,-0.0012660962953675477
2015-03-06,95.40286254882812,96.43027940613824,94.99344230030742,96.30667772691938,20022900,-0.02233964846626072
2015-03-09,96.28353118896484,96.4612071798131,95.88955809179983,96.31443161753211,8889100,0.00918870473132116
2015-03-10,97.55040740966797,97.67400910888153,97.14871367453068,97.31093648450845,9277900,0.01307195499102912
2015-03-11,98.26107025146484,98.46192000607662,97.42678260471526,97.53493111250968,6663100,0.007258675237917826
2015-03-12,98.19158172607422,99.03359623303027,97.89030993976391,99.03359623303027,10295900,-0.0007074328352319652
2015-03-13,97.8902587890625,98.56232354873985,97.71258290588942,97.9211591989035,7247200,-0.003073442940077682
2015-03-16,98.83274841308594,98.9949653292388,98.31517366524304,98.83274841308594,6374600,0.009581968561497749
2015-03-17,99.65156555175781,99.73654022643365,99.09536982429857,99.3039461689218,6314000,0.008250745536289739
2015-03-18,101.57510375976562,101.60599829181312,99.35032025851677,100.35456346601423,13981900,0.019118706342421632
2015-03-19,101.05756378173828,101.67554889782369,100.63269017394667,101.3511031756857,9543800,-0.0051081704610722945
2015-03-20,101.59050750732422,101.73728300163152,101.30468898933808,101.36648981785181,5953800,0.005259807812413866
2015-03-23,101.46697235107422,101.7759648729565,101.1888743664565,101.73733786089393,5555500,-0.0012167507601996512
2015-03-24,102.44803619384766,102.46348935705505,101.56739448798372,101.8377718012188,6713000,0.009622356093021067
2015-03-25,101.58281707763672,102.55615389517848,101.55192254783015,102.52525936537191,5635800,-0.008481308476498228
2015-03-26,99.99918365478516,101.30469828204923,99.79060731283134,101.23517676383257,9536300,-0.015712375087202912
2015-03-27,101.2428970336914,101.29697718361903,100.408603456593,100.44723045121219,7907900,0.01236052826954209
2015-03-30,100.74078369140625,101.19655159099285,100.49358035022458,101.11929760004756,7010600,-0.004971831138022972
2015-03-31,100.95706176757812,101.16563807412898,100.35451847069959,100.60944244819464,6844300,0.0021445757992305573
2015-04-01,102.28315734863281,102.55408875950725,101.64064463578825,101.66386699066375,9273900,0.013049724171279246
