Price,Close,High,Low,Open,Volume,Log Returns
Ticker,XOM,XOM,XOM,XOM,XOM,XOM
Date,,,,,,
2015-01-05,57.88194274902344,59.23459457414675,57.37549920820422,59.04227250868765,18502400,-0.027742909538555197
2015-01-06,57.574214935302734,58.59992585619998,57.067771513121556,57.84987388937724,16670700,-0.005330656217722399
2015-01-07,58.15757751464844,58.64478962393393,57.696008662793886,58.11270303688209,13590700,0.010081370171125079
2015-01-08,59.12557601928711,59.151214379836176,58.3370619312749,58.49732858493225,15487500,0.01650740889145162
2015-01-09,59.042232513427734,59.47815799434587,58.57425663727959,59.17044876719777,14488400,-0.0014105960111109115
2015-01-12,57.90755844116211,58.555032311906,57.58061304195666,58.49092661759831,15176300,-0.01940507406741727
2015-01-13,57.696006774902344,58.61273241151939,57.125457765848836,58.2601437470701,17469000,-0.0036599546391772415
2015-01-14,57.52935028076172,57.62551130739821,55.93950688538999,57.022906772032336,23272100,-0.00289270720631098
2015-01-15,57.02930450439453,58.119121047949676,56.74082638780885,57.97167352530364,18759600,-0.008730007403361457
2015-01-16,58.41398620605469,58.45886066923114,57.04210417071774,57.04210417071774,17713100,0.023990101155420458
2015-01-20,58.394775390625,58.83711306989594,57.93961852673034,58.42683068861197,16761000,-0.0003289276478972578
2015-01-21,58.89482498168945,58.97174988877702,58.343506989781744,58.811483144407404,14276400,0.008526802362793023
2015-01-22,59.5358772277832,59.59998293147834,58.54222170217766,59.1768764833774,13559000,0.010825883745557423
2015-01-23,58.26654815673828,59.2858466862944,58.202442469125735,59.157630420118856,14706300,-0.021550968823225804
2015-01-26,58.82429122924805,58.93968344945848,57.99731446623187,58.08706342740092,10672500,0.009526745111274751
2015-01-27,58.30502700805664,58.721721431292465,58.08065459276099,58.49093697814499,12301500,-0.008866569546837375
2015-01-28,56.38181686401367,58.29219786861624,56.29847994997887,58.26014257578309,17829700,-0.03354160569732352
2015-01-29,56.14464569091797,56.58057142060061,55.15098994370004,56.55492815521308,22683000,-0.004215391098451291
2015-01-30,56.042049407958984,56.68311610415879,55.29200254723339,55.87537558843157,22679900,-0.0018290281475929187
2015-02-02,57.426753997802734,57.43316114307696,56.09333413817568,56.317706496538264,20306300,0.0244080010094364
2015-02-03,59.13840866088867,59.1896951755611,58.21527096058991,58.27296951233421,21900900,0.029370313803943924
2015-02-04,58.631961822509766,59.151224302360994,58.02295039283118,58.74735402813792,19632200,-0.008600634576551528
2015-02-05,59.208927154541016,59.32431936855702,58.78582073949856,59.2281583750518,12809000,0.009792355564815804
2015-02-06,59.0991325378418,59.60292763332836,58.750350180712765,59.486666847618686,12331200,-0.001856080617080936
2015-02-09,59.137882232666016,59.60938565886656,58.93119694682497,59.03454205362845,11360700,0.0006554579593665425
2015-02-10,58.782630920410156,59.254129309797875,58.32404820250282,59.254129309797875,12952900,-0.006025285635412186
2015-02-11,58.517822265625,58.66637961428083,57.99465125052925,58.143203671419506,12240600,-0.0045150568041713
2015-02-12,59.66106414794922,59.8483734768415,58.78910573778289,59.07329988200104,14843000,0.019348253848887123
2015-02-13,60.30693435668945,60.358601968626104,59.60290955461239,59.87418299639712,12061000,0.010767478942489188
2015-02-17,60.10026550292969,60.11318117749221,59.609386097532585,59.90649589013016,11758700,-0.003432835527371911
2015-02-18,58.782630920410156,59.41560230600883,58.382176115811674,59.41560230600883,19177900,-0.022167840459833187
2015-02-19,57.76856994628906,58.401541214044705,57.213102548515984,57.89774634810258,19350600,-0.017401563532723277
2015-02-20,58.07862854003906,58.09154914427762,57.387524046276816,57.742766746336855,15959900,0.005352901721538574
2015-02-23,57.4908561706543,57.8396384897367,57.31646254723031,57.65232919276102,12771800,-0.010171844907671795
2015-02-24,57.75566101074219,57.98818252316541,57.568351740858766,57.69753309651881,9990700,0.004595458718958615
2015-02-25,57.8719482421875,57.9365364856829,57.53608641935118,57.8525722619156,9925700,0.00201141010183625
2015-02-26,57.25834655761719,57.600668647383145,56.89018818759783,57.568372065124755,13984000,-0.010659357652284455
2015-02-27,57.18728256225586,57.665241298344284,57.05810119590407,57.41334379366489,13090600,-0.0012418823687923607
2015-03-02,56.864356994628906,57.17438252987244,56.418689743978405,57.05812172221435,13793700,-0.005662810843061212
2015-03-03,56.59306716918945,56.85142006511982,56.276576494473204,56.79329214186517,13493800,-0.004782240465405928
2015-03-04,56.30887222290039,56.812667261254376,56.14739920149127,56.812667261254376,13467600,-0.005034378471470991
2015-03-05,56.02469253540039,56.31534700533957,55.882595451576805,56.23783816113576,12527600,-0.005059579375864008
2015-03-06,55.3077507019043,55.9342669627471,55.10752568451744,55.8115507881068,16070500,-0.012879475617359156
2015-03-09,55.00417709350586,55.7921613662113,54.97834081653365,55.62423295754091,14503800,-0.005503926562005241
2015-03-10,54.42287063598633,55.243151448488476,54.40995003422147,54.78456864115065,17195500,-0.010624647888785043
2015-03-11,54.26786422729492,54.855628535254674,54.25494855061929,54.855628535254674,13004700,-0.0028522488871195297
2015-03-12,54.397037506103516,54.71998358018129,54.293692397070934,54.53267426588426,10792900,0.0023774620432570827
2015-03-13,54.17097091674805,54.37119588611625,53.40235775908478,54.19034689084619,16799900,-0.004164521747551543
2015-03-16,54.74581527709961,54.810403500958145,53.78343250887459,54.0676266071709,13516200,0.010555759457367878
2015-03-17,54.306575775146484,54.803910220111376,54.26781892194214,54.603685368312384,12979700,-0.008055612041249804
2015-03-18,55.5919303894043,55.785699981934364,53.88677571509527,53.957824237171934,18745700,0.02339273340273975
2015-03-19,54.51975631713867,55.22377636393611,54.468083764777624,55.023551383244325,12738500,-0.019474916628539472
2015-03-20,54.60371398925781,55.15918154130037,54.50682919710802,54.6876781809795,36083500,0.0015387650053584091
2015-03-23,55.17856979370117,55.40463107384856,54.90729625752431,54.91375163140972,17450700,0.010472747309163359
2015-03-24,54.590789794921875,55.404615096531764,54.5778741231093,55.09458969538079,10174300,-0.010709466080683763
2015-03-25,54.810401916503906,55.268984698738166,54.75226906727579,54.93312298772345,11934700,0.004014808488549007
2015-03-26,54.461631774902344,55.26899704962976,54.31307439613521,55.09460831850593,14400700,-0.006383542324099688
2015-03-27,53.98366928100586,54.287239392327386,53.82219623692133,54.28077909078946,11579300,-0.008814869507898048
2015-03-30,55.3077507019043,55.430471804311324,54.4164211852692,54.429336861843595,15653200,0.024231475961496704
2015-03-31,54.90083694458008,55.120437927030515,54.55205456560019,54.803952129124596,13354000,-0.007384462773837172
2015-04-01,54.552066802978516,55.546741604436576,54.422890305238,55.35297193005828,14522300,-0.006372993499525949
2015-04-02,54.44871139526367,54.862081985994465,54.15805696480955,54.31306970439206,11297400,-0.0018964165283745498
2015-04-06,54.98479461669922,55.314200978962255,54.38411474563879,54.997715218698616,10916400,0.009797502231830638
2015-04-07,55.38525390625,55.65652743659631,54.74582203392906,54.907295077387516,11836100,0.007256697849572728
2015-04-08,54.2936897277832,55.48213378439925,54.26785345179527,55.41754555831231,16257100,-0.019905374432829134
2015-04-09,54.67477035522461,54.72644290882256,54.13221839797801,54.25493948083165,13281800,0.006994357463094431
2015-04-10,55.26252365112305,55.572554011362314,54.75226832708753,55.13980750932796,13372400,0.010692620754847774
2015-04-13,55.120418548583984,55.708182608680886,55.055830336909466,55.495037075166756,9880500,-0.0025747670466732125
2015-04-14,55.953643798828125,56.50265615310321,55.24316330994876,55.28837557030199,15693800,0.015003338538351734
2015-04-15,56.89018249511719,57.18083199529372,56.283042289329835,56.283042289329835,15332800,0.016599227994992898
2015-04-16,56.66411590576172,56.94184970491435,56.2636610311474,56.760995778215026,9570800,-0.003981652675456195
2015-04-17,56.14739990234375,56.42513369974485,55.65006515841257,56.28303665068862,14430100,-0.009160760109609676
2015-04-20,56.347633361816406,56.9031010402854,56.244293173697194,56.27658482658667,11593600,0.0035598668691415847
2015-04-21,56.11509704589844,56.59306068973091,55.992380912711226,56.43804305660225,10100500,-0.004135354823088033
2015-04-22,56.48971939086914,56.709325255318895,55.76631850436428,56.218445906341834,8663600,0.006653778034628749
2015-04-23,56.54139709472656,57.083944113256074,56.39283973807253,56.42513631536084,9866100,0.0009143978944020625
2015-04-24,56.17324447631836,56.425142035854336,55.97301947457599,56.31534154636765,8405700,-0.006532495201552944
2015-04-27,56.199073791503906,56.580147770538154,56.037600764231954,56.45743162069217,10534600,0.00045970958041229216
2015-04-28,56.709320068359375,56.74807201181441,56.21844076428095,56.334701522410974,9633800,0.00903829614332234
2015-04-29,56.75454330444336,56.8837197594903,56.16677910011827,56.515561442064055,12534100,0.0007971390561607731
2015-04-30,56.43159103393555,57.27124775494512,56.33470623942069,57.27124775494512,13947700,-0.005706584977212591
2015-05-01,57.38751220703125,57.4521004315992,56.64473530508563,56.741620105820395,12257100,0.016797595879802472
